epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
49,1368.22,2.56724,2.22308,2.05461,0.54486,0.37334,0.39612,0.24138,2.8449,2.84381,2.27503,0.00020992,0.00020992,0.00020992
50,1391.49,2.55204,2.20232,2.05059,0.53977,0.36802,0.36665,0.22239,2.89272,2.86863,2.30319,0.00020596,0.00020596,0.00020596
51,1420.31,2.59236,2.20938,2.05612,0.52604,0.39265,0.36639,0.21986,2.9094,2.85344,2.3037,0.000202,0.000202,0.000202
52,1450.73,2.54551,2.1907,2.04006,0.54132,0.38283,0.37187,0.22503,2.84286,2.80264,2.29806,0.00019804,0.00019804,0.00019804
53,1473.77,2.54652,2.1816,2.04589,0.63941,0.37572,0.39375,0.24112,2.82456,2.79233,2.26976,0.00019408,0.00019408,0.00019408
54,1499.08,2.52571,2.14884,2.04812,0.62897,0.36818,0.3799,0.23628,2.86,2.86748,2.28579,0.00019012,0.00019012,0.00019012
55,1531.98,2.52879,2.17315,2.04119,0.57612,0.36544,0.38429,0.23698,2.85597,2.8007,2.27505,0.00018616,0.00018616,0.00018616
56,1561.86,2.52173,2.12734,2.03377,0.53723,0.33868,0.35145,0.20704,2.9063,2.87893,2.29119,0.0001822,0.0001822,0.0001822
57,1585.41,2.49318,2.11209,2.034,0.64827,0.37435,0.39628,0.24208,2.81049,2.7242,2.25767,0.00017824,0.00017824,0.00017824
58,1612.27,2.47664,2.08117,2.03066,0.60467,0.37121,0.38823,0.2371,2.87435,2.87263,2.2921,0.00017428,0.00017428,0.00017428
59,1641.39,2.49734,2.11501,2.02607,0.66319,0.35261,0.38766,0.23957,2.82226,2.74936,2.25519,0.00017032,0.00017032,0.00017032
60,1672.89,2.50589,2.09709,2.02929,0.61268,0.37433,0.38895,0.24155,2.84098,2.78622,2.28108,0.00016636,0.00016636,0.00016636
61,1695.48,2.4979,2.07956,2.02349,0.60972,0.35746,0.38928,0.23834,2.83809,2.72905,2.26186,0.0001624,0.0001624,0.0001624
62,1721.47,2.50367,2.08658,2.01902,0.65488,0.35502,0.39872,0.2423,2.83727,2.90125,2.26069,0.00015844,0.00015844,0.00015844
63,1750.39,2.49442,2.08444,2.01269,0.57442,0.37522,0.3953,0.24091,2.80453,2.81702,2.23997,0.00015448,0.00015448,0.00015448
64,1779.88,2.47134,2.0505,2.01204,0.57069,0.34711,0.38067,0.22948,2.85237,2.83045,2.27189,0.00015052,0.00015052,0.00015052
65,1802.01,2.45963,2.02135,2.00802,0.64316,0.36376,0.39019,0.23206,2.84664,2.78814,2.2593,0.00014656,0.00014656,0.00014656
66,1824.1,2.45605,2.0168,2.00705,0.65478,0.36466,0.40805,0.24756,2.8122,2.75436,2.25163,0.0001426,0.0001426,0.0001426
67,1855.85,2.45903,2.0005,2.00451,0.58105,0.384,0.42092,0.25286,2.85889,2.84086,2.27518,0.00013864,0.00013864,0.00013864
68,1889.53,2.43554,1.99015,1.99977,0.62588,0.37012,0.38362,0.23952,2.81809,2.78679,2.27471,0.00013468,0.00013468,0.00013468
69,1912.68,2.4528,1.99744,2.00489,0.62093,0.38038,0.38893,0.24061,2.8391,2.87214,2.26492,0.00013072,0.00013072,0.00013072
70,1942.22,2.41449,1.97725,2.0025,0.63344,0.36519,0.38972,0.24132,2.86203,2.78391,2.28125,0.00012676,0.00012676,0.00012676
71,1965.71,2.45234,1.98391,1.99367,0.5996,0.38809,0.3953,0.24039,2.85707,2.78071,2.26857,0.0001228,0.0001228,0.0001228
72,1988.99,2.40999,1.93164,1.98777,0.62291,0.38409,0.3948,0.24381,2.81276,2.78818,2.25488,0.00011884,0.00011884,0.00011884
73,2009.24,2.45036,1.9673,1.97913,0.62515,0.37332,0.38923,0.24034,2.81107,2.80331,2.26124,0.00011488,0.00011488,0.00011488
74,2030.06,2.4145,1.93833,1.97767,0.63722,0.38233,0.39353,0.24235,2.84118,2.77325,2.28242,0.00011092,0.00011092,0.00011092
75,2050.78,2.39537,1.90723,1.97321,0.6425,0.3799,0.41009,0.25267,2.80204,2.82442,2.24748,0.00010696,0.00010696,0.00010696
76,2072.34,2.399,1.91315,1.97926,0.64884,0.37458,0.40508,0.2505,2.81641,2.79673,2.25773,0.000103,0.000103,0.000103
77,2094.09,2.38213,1.91079,1.96942,0.65337,0.36866,0.40442,0.24784,2.80864,2.77263,2.26175,9.904e-05,9.904e-05,9.904e-05
78,2114.64,2.3871,1.89361,1.9754,0.67459,0.37267,0.40803,0.24855,2.85806,2.80974,2.2744,9.508e-05,9.508e-05,9.508e-05
79,2135.11,2.36414,1.86103,1.96831,0.66843,0.36643,0.40159,0.2486,2.81464,2.73841,2.26252,9.112e-05,9.112e-05,9.112e-05
80,2156.36,2.41255,1.89955,1.97475,0.67761,0.36351,0.40284,0.24838,2.83283,2.73474,2.27359,8.716e-05,8.716e-05,8.716e-05
81,2178.26,2.36103,1.86986,1.97189,0.64934,0.38519,0.39848,0.24586,2.84701,2.73686,2.27622,8.32e-05,8.32e-05,8.32e-05
82,2202.1,2.36837,1.86821,1.96444,0.66238,0.35486,0.39876,0.24473,2.86267,2.86495,2.28635,7.924e-05,7.924e-05,7.924e-05
83,2224.19,2.34452,1.8438,1.96335,0.67643,0.36555,0.40231,0.24512,2.84278,2.79995,2.27614,7.528e-05,7.528e-05,7.528e-05
84,2244.77,2.39427,1.86924,1.96429,0.64317,0.39753,0.38863,0.23818,2.8261,2.74124,2.26188,7.132e-05,7.132e-05,7.132e-05
85,2265.33,2.34584,1.83491,1.96474,0.66085,0.38372,0.40504,0.2479,2.84388,2.85597,2.27433,6.736e-05,6.736e-05,6.736e-05
86,2287.39,2.33266,1.82629,1.96275,0.67255,0.37608,0.40292,0.24931,2.81928,2.79998,2.26206,6.34e-05,6.34e-05,6.34e-05
87,2307.61,2.31128,1.80528,1.94612,0.64603,0.38044,0.40333,0.24796,2.8389,2.78484,2.26215,5.944e-05,5.944e-05,5.944e-05
88,2328.54,2.34254,1.82205,1.96192,0.66214,0.36896,0.39795,0.24188,2.87189,2.80779,2.29072,5.548e-05,5.548e-05,5.548e-05
89,2348.82,2.34275,1.81909,1.95515,0.6562,0.38149,0.40617,0.24834,2.84264,2.83428,2.2728,5.152e-05,5.152e-05,5.152e-05
90,2369.09,2.32237,1.79384,1.95212,0.66139,0.37486,0.40343,0.24708,2.86919,2.7686,2.29321,4.756e-05,4.756e-05,4.756e-05
91,2390.85,2.2964,1.70129,1.93269,0.54533,0.39043,0.37875,0.23261,2.88955,2.84129,2.30421,4.36e-05,4.36e-05,4.36e-05
92,2410.62,2.24304,1.64103,1.90807,0.59763,0.36077,0.39531,0.23952,2.88538,2.8982,2.29035,3.964e-05,3.964e-05,3.964e-05
93,2430.69,2.2481,1.62288,1.91109,0.57417,0.38373,0.40012,0.24377,2.87871,2.87961,2.29293,3.568e-05,3.568e-05,3.568e-05
94,2450.79,2.24017,1.61286,1.90291,0.55762,0.39897,0.40371,0.24821,2.86903,2.88331,2.2905,3.172e-05,3.172e-05,3.172e-05
95,2472.41,2.21694,1.59564,1.90619,0.55871,0.39223,0.40436,0.24796,2.86866,2.89117,2.28684,2.776e-05,2.776e-05,2.776e-05
96,2492.12,2.21214,1.58534,1.89908,0.69006,0.34598,0.39999,0.24206,2.87017,2.9089,2.29287,2.38e-05,2.38e-05,2.38e-05
97,2512.31,2.20365,1.58203,1.89857,0.66643,0.36556,0.4036,0.24677,2.8578,2.90414,2.29196,1.984e-05,1.984e-05,1.984e-05
98,2532.28,2.21474,1.58667,1.90053,0.69256,0.34313,0.40503,0.2486,2.86204,2.86226,2.29123,1.588e-05,1.588e-05,1.588e-05
99,2552.67,2.18837,1.5651,1.89428,0.58259,0.37858,0.40402,0.24784,2.86156,2.89294,2.28986,1.192e-05,1.192e-05,1.192e-05
100,2572.82,2.1877,1.5716,1.89033,0.57384,0.38044,0.40329,0.24767,2.87295,2.90008,2.29303,7.96e-06,7.96e-06,7.96e-06
