epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
80,1595.33,1.0229,0.74576,0.9803,0.64973,0.38153,0.40936,0.25006,1.37212,1.24833,1.17825,8.716e-05,8.716e-05,8.716e-05
81,1616.63,1.00225,0.73463,0.97862,0.67629,0.37414,0.41115,0.25166,1.38161,1.23845,1.18278,8.32e-05,8.32e-05,8.32e-05
82,1637.51,1.00382,0.73696,0.97393,0.66488,0.38126,0.41855,0.25679,1.37881,1.25058,1.18169,7.924e-05,7.924e-05,7.924e-05
83,1658.33,0.99191,0.72401,0.97157,0.5676,0.40145,0.41151,0.24945,1.38266,1.24407,1.17993,7.528e-05,7.528e-05,7.528e-05
84,1679.13,1.01123,0.73894,0.97452,0.64152,0.36182,0.41223,0.24813,1.38099,1.23763,1.18247,7.132e-05,7.132e-05,7.132e-05
85,1700.1,0.99252,0.72025,0.97383,0.58485,0.40628,0.42227,0.25215,1.37873,1.25195,1.17684,6.736e-05,6.736e-05,6.736e-05
86,1722.08,0.99075,0.72021,0.9737,0.56805,0.40648,0.42364,0.25574,1.37367,1.23969,1.17346,6.34e-05,6.34e-05,6.34e-05
87,1742.96,0.98217,0.71437,0.96619,0.60605,0.38713,0.41176,0.25087,1.37004,1.23878,1.17641,5.944e-05,5.944e-05,5.944e-05
88,1765.08,0.9973,0.72212,0.97399,0.59716,0.39189,0.42067,0.25699,1.3762,1.23456,1.17436,5.548e-05,5.548e-05,5.548e-05
89,1785.95,0.99195,0.71324,0.96888,0.61165,0.3832,0.41145,0.25101,1.37487,1.24103,1.17349,5.152e-05,5.152e-05,5.152e-05
90,1807.4,0.9826,0.70411,0.96794,0.58505,0.38752,0.41101,0.2493,1.3768,1.24923,1.18141,4.756e-05,4.756e-05,4.756e-05
91,1829.2,0.98591,0.67506,0.95907,0.5971,0.38366,0.39913,0.24474,1.39166,1.27926,1.18922,4.36e-05,4.36e-05,4.36e-05
92,1849.5,0.95327,0.64691,0.94555,0.60225,0.36452,0.40055,0.24372,1.38701,1.28144,1.18701,3.964e-05,3.964e-05,3.964e-05
93,1869.81,0.9552,0.64143,0.94621,0.55898,0.40956,0.40715,0.2503,1.38015,1.27336,1.18621,3.568e-05,3.568e-05,3.568e-05
94,1890.62,0.94595,0.63363,0.94155,0.584,0.37875,0.40441,0.24973,1.37979,1.26963,1.19006,3.172e-05,3.172e-05,3.172e-05
95,1911.21,0.94425,0.63307,0.94437,0.5594,0.40247,0.40495,0.25107,1.37124,1.27187,1.1833,2.776e-05,2.776e-05,2.776e-05
96,1931.72,0.93977,0.6245,0.94035,0.56433,0.3917,0.40535,0.24994,1.37712,1.27314,1.18759,2.38e-05,2.38e-05,2.38e-05
97,1952.45,0.93533,0.62073,0.94047,0.56378,0.38858,0.40311,0.24808,1.38314,1.27409,1.18989,1.984e-05,1.984e-05,1.984e-05
98,1972.82,0.92622,0.61847,0.93613,0.58058,0.39402,0.40567,0.25077,1.38447,1.28361,1.18736,1.588e-05,1.588e-05,1.588e-05
99,1993.27,0.92,0.61539,0.93423,0.57831,0.38802,0.40586,0.24679,1.39146,1.27642,1.19283,1.192e-05,1.192e-05,1.192e-05
100,2016.71,0.92312,0.61572,0.93475,0.57715,0.3853,0.40327,0.24849,1.39476,1.28354,1.19503,7.96e-06,7.96e-06,7.96e-06
